Name,ID,Mobile URL,Image URL,Image URL Hi,Price,Sale Price,New Item,Position,Category Name,Description,Colors,Mobile URL Colors,Sizes,Stock Levels
Abstract Stripe Cardigan,175321,https://www.supremenewyork.com/mobile/#products/175321,https://assets.supremenewyork.com/244426/ca/I52T_i1rv3E.jpg,https://assets.supremenewyork.com/244426/rc/I52T_i1rv3E.jpg,198.00,0.00,False,10,Tops/Sweaters,Brushed mohair blend with button front closure. Hand pockets at lower front with embroidered logo.,"Black,Olive,Plum,Light Brown","'https://www.supremenewyork.com/mobile/#products/175321/34756', 'https://www.supremenewyork.com/mobile/#products/175321/34755', 'https://www.supremenewyork.com/mobile/#products/175321/34757', 'https://www.supremenewyork.com/mobile/#products/175321/34754'","Small,Medium,Large,XLarge","1, 1, 1, 1, 'END OF STOCK FOR Black', 0, 1, 1, 0, 'END OF STOCK FOR Olive', 0, 1, 0, 0, 'END OF STOCK FOR Plum', 1, 1, 1, 1, 'END OF STOCK FOR Light Brown'"
Creases S/S Top,175365,https://www.supremenewyork.com/mobile/#products/175365,https://assets.supremenewyork.com/245778/ca/E-N2RW7YSiE.jpg,https://assets.supremenewyork.com/245778/rc/E-N2RW7YSiE.jpg,88.00,0.00,False,25,Tops/Sweaters,All cotton jersey crewneck with embroidered logo on chest.,"White,Red,Neon Green,Grey","'https://www.supremenewyork.com/mobile/#products/175365/34911', 'https://www.supremenewyork.com/mobile/#products/175365/34910', 'https://www.supremenewyork.com/mobile/#products/175365/34908', 'https://www.supremenewyork.com/mobile/#products/175365/34909'","Small,Medium,Large,XLarge,XXL","1, 1, 1, 1, 1, 'END OF STOCK FOR White', 1, 1, 1, 1, 1, 'END OF STOCK FOR Red', 1, 1, 1, 1, 1, 'END OF STOCK FOR Neon Green', 1, 1, 1, 1, 1, 'END OF STOCK FOR Grey'"
Cut Out L/S Top,175357,https://www.supremenewyork.com/mobile/#products/175357,https://assets.supremenewyork.com/245874/ca/SUqHRPzH0ns.jpg,https://assets.supremenewyork.com/245874/rc/SUqHRPzH0ns.jpg,98.00,0.00,False,26,Tops/Sweaters,All cotton jersey crewneck with cut out logos at sleeves.,"Washed Navy,Olive,Black,Pale Pink","'https://www.supremenewyork.com/mobile/#products/175357/34885', 'https://www.supremenewyork.com/mobile/#products/175357/34886', 'https://www.supremenewyork.com/mobile/#products/175357/34887', 'https://www.supremenewyork.com/mobile/#products/175357/34888'","Small,Medium,Large,XLarge,XXL","0, 1, 1, 1, 0, 'END OF STOCK FOR Washed Navy', 1, 1, 1, 1, 0, 'END OF STOCK FOR Olive', 1, 1, 1, 1, 0, 'END OF STOCK FOR Black', 0, 0, 1, 1, 0, 'END OF STOCK FOR Pale Pink'"
Shadow Script S/S Top,175346,https://www.supremenewyork.com/mobile/#products/175346,https://assets.supremenewyork.com/245991/ca/fBs0jiJEimo.jpg,https://assets.supremenewyork.com/245991/rc/fBs0jiJEimo.jpg,88.00,0.00,False,27,Tops/Sweaters,All cotton jersey crewneck with satin logo appliqué at chest. ,"Dusty Yellow,Teal,White,Red,Black,Dark Olive","'https://www.supremenewyork.com/mobile/#products/175346/34846', 'https://www.supremenewyork.com/mobile/#products/175346/34847', 'https://www.supremenewyork.com/mobile/#products/175346/34848', 'https://www.supremenewyork.com/mobile/#products/175346/34849', 'https://www.supremenewyork.com/mobile/#products/175346/34851', 'https://www.supremenewyork.com/mobile/#products/175346/34850'","Small,Medium,Large,XLarge,XXL","0, 0, 0, 0, 0, 'END OF STOCK FOR Dusty Yellow', 0, 1, 1, 1, 0, 'END OF STOCK FOR Teal', 1, 1, 1, 1, 0, 'END OF STOCK FOR White', 1, 1, 1, 1, 0, 'END OF STOCK FOR Red', 1, 1, 1, 1, 0, 'END OF STOCK FOR Black', 1, 1, 1, 1, 0, 'END OF STOCK FOR Dark Olive'"
Small Box Tee,175269,https://www.supremenewyork.com/mobile/#products/175269,https://assets.supremenewyork.com/245742/ca/8JcJmCCVAWw.jpg,https://assets.supremenewyork.com/245742/rc/8JcJmCCVAWw.jpg,60.00,0.00,False,28,Tops/Sweaters,All cotton jersey crewneck with embroidered logo patch on chest.,"Branch Woodland Camo,Brown,Magenta,Navy,White,Teal,Black,Ash Grey","'https://www.supremenewyork.com/mobile/#products/175269/34557', 'https://www.supremenewyork.com/mobile/#products/175269/34562', 'https://www.supremenewyork.com/mobile/#products/175269/34556', 'https://www.supremenewyork.com/mobile/#products/175269/34559', 'https://www.supremenewyork.com/mobile/#products/175269/34560', 'https://www.supremenewyork.com/mobile/#products/175269/34558', 'https://www.supremenewyork.com/mobile/#products/175269/34561', 'https://www.supremenewyork.com/mobile/#products/175269/34555'","Small,Medium,Large,XLarge,XXL","1, 1, 1, 1, 0, 'END OF STOCK FOR Branch Woodland Camo', 1, 1, 1, 1, 1, 'END OF STOCK FOR Brown', 1, 1, 1, 1, 1, 'END OF STOCK FOR Magenta', 0, 1, 1, 1, 0, 'END OF STOCK FOR Navy', 1, 1, 1, 1, 0, 'END OF STOCK FOR White', 1, 1, 1, 1, 0, 'END OF STOCK FOR Teal', 1, 1, 1, 1, 0, 'END OF STOCK FOR Black', 1, 1, 1, 1, 0, 'END OF STOCK FOR Ash Grey'"
Supreme®/Mitchell & Ness® <br>Football Jersey,175349,https://www.supremenewyork.com/mobile/#products/175349,https://assets.supremenewyork.com/245719/ca/tg080Eenbu4.jpg,https://assets.supremenewyork.com/245719/rc/tg080Eenbu4.jpg,138.00,0.00,False,29,Tops/Sweaters,Poly jersey with stripe rib collar. Vinyl logo appliqué at chest and sleeve with graphic appliqué at back. Woven logo label at lower front. Made exclusively for Supreme.,"Black,White,Brown","'https://www.supremenewyork.com/mobile/#products/175349/34861', 'https://www.supremenewyork.com/mobile/#products/175349/34860', 'https://www.supremenewyork.com/mobile/#products/175349/34859'","Small,Medium,Large,XLarge,XXL","0, 0, 0, 0, 0, 'END OF STOCK FOR Black', 0, 0, 0, 0, 0, 'END OF STOCK FOR White', 1, 1, 1, 1, 0, 'END OF STOCK FOR Brown'"
Mock Neck L/S Top,175277,https://www.supremenewyork.com/mobile/#products/175277,https://assets.supremenewyork.com/245812/ca/CuT64gkICYo.jpg,https://assets.supremenewyork.com/245812/rc/CuT64gkICYo.jpg,78.00,0.00,False,30,Tops/Sweaters,All cotton jersey mock neck with embroidered logo on chest.,"Bright Pink,Dark Navy,Dark Tan,Black,White,Dark Green","'https://www.supremenewyork.com/mobile/#products/175277/34597', 'https://www.supremenewyork.com/mobile/#products/175277/34600', 'https://www.supremenewyork.com/mobile/#products/175277/34599', 'https://www.supremenewyork.com/mobile/#products/175277/34602', 'https://www.supremenewyork.com/mobile/#products/175277/34601', 'https://www.supremenewyork.com/mobile/#products/175277/34598'","Small,Medium,Large,XLarge,XXL","0, 1, 1, 1, 0, 'END OF STOCK FOR Bright Pink', 1, 1, 1, 1, 0, 'END OF STOCK FOR Dark Navy', 1, 1, 1, 1, 1, 'END OF STOCK FOR Dark Tan', 1, 1, 1, 1, 1, 'END OF STOCK FOR Black', 1, 1, 1, 1, 1, 'END OF STOCK FOR White', 1, 1, 1, 1, 1, 'END OF STOCK FOR Dark Green'"
Supreme®/Yohji Yamamoto® <br>Paint Tee,175387,https://www.supremenewyork.com/mobile/#products/175387,https://assets.supremenewyork.com/248804/ca/LZcBgrBGl6o.jpg,https://assets.supremenewyork.com/248804/rc/LZcBgrBGl6o.jpg,54.00,0.00,True,31,T-Shirts,All cotton classic Supreme t-shirt with printed graphic on front. Printed logos at hem.,"Black,White","'https://www.supremenewyork.com/mobile/#products/175387/34973', 'https://www.supremenewyork.com/mobile/#products/175387/34974'","Small,Medium,Large,XLarge,XXL","1, 1, 1, 1, 0, 'END OF STOCK FOR Black', 1, 1, 1, 1, 1, 'END OF STOCK FOR White'"
Supreme®/Yohji Yamamoto® <br>Pumpkin Tee,175398,https://www.supremenewyork.com/mobile/#products/175398,https://assets.supremenewyork.com/248807/ca/Tzos73Bqd-o.jpg,https://assets.supremenewyork.com/248807/rc/Tzos73Bqd-o.jpg,54.00,0.00,True,32,T-Shirts,All cotton classic Supreme t-shirt with printed graphic on front. Printed logos at hem.,"Black,White","'https://www.supremenewyork.com/mobile/#products/175398/35000', 'https://www.supremenewyork.com/mobile/#products/175398/35001'","Small,Medium,Large,XLarge,XXL","0, 1, 0, 0, 0, 'END OF STOCK FOR Black', 1, 1, 1, 1, 0, 'END OF STOCK FOR White'"
Supreme®/Yohji Yamamoto® <br>TEKKEN™ Tee,175396,https://www.supremenewyork.com/mobile/#products/175396,https://assets.supremenewyork.com/248800/ca/U34-mzZQ57E.jpg,https://assets.supremenewyork.com/248800/rc/U34-mzZQ57E.jpg,54.00,0.00,True,33,T-Shirts,All cotton classic Supreme t-shirt with printed graphic on front. Printed logos at hem. Original artwork from TEKKEN™.,"White,Black","'https://www.supremenewyork.com/mobile/#products/175396/34996', 'https://www.supremenewyork.com/mobile/#products/175396/34997'","Small,Medium,Large,XLarge,XXL","1, 1, 1, 1, 0, 'END OF STOCK FOR White', 1, 1, 1, 0, 0, 'END OF STOCK FOR Black'"
